ROW_NO	LONG_YN	DEAL_YN	PRDT_CD	PRDT_NM	MODEL_NM	PRDT_3PL_CD	PRDT_TP	PRDT_TP_CD	PRDT_TP_NM	STCK_TP	STCK_TP_CD	STCK_TP_NM	WHSE_CD	WHSE_NM	STCK_SUM_QTY	STCK_RSV_QTY	STCK_CAN_QTY	MAJ_CTGR_CD	MAJ_CTGR_NM	MID_CTGR_CD	MID_CTGR_NM	MIN_CTGR_CD	MIN_CTGR_NM	PM_EMPY_CD	PM_EMPY_NM	INV_COST_PR	INV_COST_AMT	UPDATE_ON	MAKR_ID	MAKR_NM	CUST_T2_NM	PURC_ORD_EMPY_CD	PURC_ORD_EMPY_NM	USD_PURC_PR	UPD_DTM
1	Y	N	MP202301150220	Logitech Compute Mount	952-000097	GD202206230027	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	24	0	24	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			121003.2	2904076.8	2025-01-24T16:04:31.503	100042	Logitech				86.4	2025-01-24T16:04:31.5
2	Y	N	MP202501230029	Logitech Compute Mount	952-000097	GD202206230027	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	4	0	4	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			125781.12	503124.48	2025-06-23T17:55:00.917	100042	Logitech	BASE	ME00000020	김민회	86.4	2025-01-24T09:52:57
3	Y	N	MP202504230043	Logitech Compute Mount	952-000097	GD202206230027	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	53	0	53	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			120000.0	6360000.0	2025-10-01T17:38:28.02	100042	Logitech	재고이관	ME00000020	김민회	0.0	2025-05-02T09:12:49.693
4	Y	N	MP202508060020	Mic Pod Mount White	952-000020	GD202106070143	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	20	0	20	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			68856.48	1377129.6	2025-12-22T17:05:28.273	100042	Logitech	BASE	ME00000020	김민회	49.68	2025-08-13T17:40:50.42
5	N	N	MP202511120009	Mic Pod Mount White	952-000020	GD202106070143	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	40	0	40	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			72458.28	2898331.2	2025-11-18T14:01:07.733	100042	Logitech	BASE	ME00000020	김민회	49.68	2025-11-18T14:01:07.73
6	N	N	MP202509180023	Mic Pod Mount White	952-000020	GD202106070143	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	14	0	14	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			69234.05	969276.7	2025-12-01T12:50:01.333	100042	Logitech	BASE	ME00000020	김민회	49.68	2025-09-24T14:51:35.183
7	N	N	MP202512010035	Mic Pod Pendant Mount	952-000123	GD202212190048	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	32	0	32	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			123135.6	3940339.2	2025-12-02T16:26:46.963	100042	Logitech	BASE	ME00000020	김민회	84.0	2025-12-02T16:26:46.963
8	N	N	MP202512170004	Rally Mic Pod Mount	952-000002	GD202101150011	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	40	0	40	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			73148.83	2925953.2	2025-12-18T16:32:33.397	100042	Logitech	BASE	ME00000020	김민회	49.68	2025-12-18T16:32:33.397
9	N	N	MP202511120007	Rally Mic Pod Mount	952-000002	GD202101150011	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	80	0	80	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			72458.28	5796662.4	2025-11-18T14:01:07.757	100042	Logitech	BASE	ME00000020	김민회	49.68	2025-11-18T14:01:07.753
10	Y	N	MP202502030020	Rally Mic Pod Mount	952-000002	GD202101150011	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	1	1	0	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			72036.0	72036.0	2025-12-19T11:35:01.543	100042	Logitech	BASE	ME00000020	김민회	49.68	2025-02-11T15:50:24.947
11	N	N	MP202509180022	Rally Mic Pod Mount	952-000002	GD202101150011	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	76	0	76	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			69234.05	5261787.8	2025-12-19T15:45:01.913	100042	Logitech	BASE	ME00000020	김민회	49.68	2025-09-24T14:51:35.227
12	N	N	MP202509180015	Rally Mounting Kit	939-001644	GD202101150009	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	30	0	30	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			149505.41	4485162.3	2025-11-04T11:50:02.057	100042	Logitech	BASE	ME00000020	김민회	107.28	2025-09-24T14:51:35.45
13	N	N	MP202511120002	Rally Mounting Kit	939-001644	GD202101150009	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	80	0	80	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			156467.88	12517430.4	2025-11-18T14:01:07.867	100042	Logitech	BASE	ME00000020	김민회	107.28	2025-11-18T14:01:07.863
14	Y	N	MP202508060014	Rally Mounting Kit	939-001644	GD202101150009	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	63	0	63	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			148690.08	9367475.04	2025-11-15T14:05:02.21	100042	Logitech	BASE	ME00000020	김민회	107.28	2025-08-13T17:40:50.513
15	Y	N	MP202507160006	Rally Mounting Kit	939-001644	GD202101150009	GD	GD	상품	0	0	양품	MW10000001	대여데모가상창고	1	0	1	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			147295.44	147295.44	2025-11-06T18:20:01.38	100042	Logitech	BASE	ME00000020	김민회	107.28	2025-07-16T11:03:40.66
16	Y	N	MP202507160006	Rally Mounting Kit	939-001644	GD202101150009	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	3	0	3	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			147295.44	441886.32	2025-12-19T15:45:01.913	100042	Logitech	BASE	ME00000020	김민회	107.28	2025-07-16T11:03:40.66
17	Y	N	MP202504230050	Scribe Glass Mount	952-000120	GD202212190047	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	41	0	41	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			58000.0	2378000.0	2025-09-16T11:35:01.363	100042	Logitech	재고이관	ME00000020	김민회	0.0	2025-05-02T09:12:49.62
18	Y	N	MP202504230049	Scribe Polarizer	952-000116	GD202212190046	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	48	0	48	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			205000.0	9840000.0	2025-09-16T11:35:01.363	100042	Logitech	재고이관	ME00000020	김민회	0.0	2025-05-02T09:12:49.637
19	Y	N	MP202508060023	Tap Riser Mount	952-000080	GD202203220038	GD	GD	상품	0	0	양품	MW00000001	본사임시창고	4	0	4	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			249466.14	997864.56	2025-11-21T11:17:18.277	100042	Logitech	BASE	ME00000020	김민회	179.99	2025-08-13T17:40:50.363
20	Y	N	MP202508060023	Tap Riser Mount	952-000080	GD202203220038	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	5	0	5	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			249466.14	1247330.7	2025-12-16T15:00:01.307	100042	Logitech	BASE	ME00000020	김민회	179.99	2025-08-13T17:40:50.363
21	N	N	MP202511120013	Tap Riser Mount	952-000080	GD202203220038	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	24	0	24	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			262515.41	6300369.84	2025-11-18T14:01:07.643	100042	Logitech	BASE	ME00000020	김민회	179.99	2025-11-18T14:01:07.643
22	N	N	MP202509180027	Tap Riser Mount	952-000080	GD202203220038	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	16	0	16	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			250834.06	4013344.96	2025-09-24T14:51:35.063	100042	Logitech	BASE	ME00000020	김민회	179.99	2025-09-24T14:51:35.063
23	Y	N	MP202504230070	Tap Scheduler Angle Mount (White)	952-000127	GD202504220660	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	40	0	40	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			108000.0	4320000.0	2025-05-14T10:27:20.447	100042	Logitech	재고이관	ME00000020	김민회	0.0	2025-05-02T09:12:49.327
24	N	N	MP202512170006	Tap Scheduler Angle Mount-Graphite	952-000126	GD202212190049	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	12	0	12	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			111902.4	1342828.8	2025-12-18T16:32:33.36	100042	Logitech	BASE	ME00000020	김민회	76.0	2025-12-18T16:32:33.36
25	Y	N	MP202508060026	Tap Scheduler Angle Mount-Graphite	952-000126	GD202212190049	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	40	0	40	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			105336.0	4213440.0	2025-08-13T17:40:50.31	100042	Logitech	BASE	ME00000020	김민회	76.0	2025-08-13T17:40:50.31
26	Y	N	MP202501230030	Tap Scheduler Angle Mount-Graphite	952-000126	GD202212190049	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	7	0	7	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			110640.8	774485.6	2025-11-07T17:15:01.52	100042	Logitech	BASE	ME00000020	김민회	76.0	2025-01-24T09:52:57
27	Y	N	MP202508060017	Tap Table Mount	939-001811	GD202109270172	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	11	0	11	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			249466.14	2744127.54	2025-11-04T11:50:02.057	100042	Logitech	BASE	ME00000020	김민회	179.99	2025-08-13T17:40:50.457
28	Y	N	MP202505150004	Tap Table Mount	939-001811	GD202109270172	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	20	0	20	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			254829.84	5096596.8	2025-05-16T16:21:09.56	100042	Logitech	BASE	ME00000020	김민회	179.99	2025-05-16T16:21:09.557
29	Y	N	MP202504230029	Tap Table Mount	939-001811	GD202109270172	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	30	0	30	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			254000.0	7620000.0	2025-07-07T09:25:01.707	100042	Logitech	재고이관	ME00000020	김민회	0.0	2025-05-02T09:12:49.877
30	N	N	MP202512050024	Tap Wall Mount	939-001817	GD202101180150	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	12	0	12	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			264855.285	3178263.42	2025-12-05T16:55:15.137	100042	Logitech	BASE	ME00000020	김민회	179.99	2025-12-05T16:55:15.133
31	N	N	MP202511120005	Tap Wall Mount	939-001817	GD202101180150	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	7	0	7	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			262515.41	1837607.87	2025-11-19T08:00:02.963	100042	Logitech	BASE	ME00000020	김민회	179.99	2025-11-18T14:01:07.797
32	N	N	MP202511120001	TV Mount for MeetUp	939-001498	GD202010230039	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	84	0	84	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			90718.7	7620370.8	2025-11-18T14:01:07.89	100042	Logitech	BASE	ME00000020	김민회	62.2	2025-11-18T14:01:07.887
33	Y	N	MP202504230007	TV Mount for MeetUp	939-001498	GD202010230039	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	10	0	10	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			89000.0	890000.0	2025-12-23T10:50:10.617	100042	Logitech	재고이관	ME00000020	김민회	0.0	2025-04-29T17:46:43.207
34	Y	N	MP202507030005	TV Mount for MeetUp	939-001498	GD202010230039	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	40	0	40	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			84554.68	3382187.2	2025-08-21T08:00:02.04	100042	Logitech	BASE	ME00000020	김민회	62.2	2025-07-04T14:22:12.1
35	N	N	MP202509180014	TV Mount for MeetUp	939-001498	GD202010230039	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	18	0	18	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			86681.92	1560274.56	2025-09-24T14:51:35.493	100042	Logitech	BASE	ME00000020	김민회	62.2	2025-09-24T14:51:35.493
36	N	N	MP202509180025	TV Mount for Video Bars	952-000041	GD202106070144	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	105	0	105	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			153296.0	16096080.0	2025-12-23T10:50:10.617	100042	Logitech	BASE	ME00000020	김민회	110.0	2025-09-24T14:51:35.143
37	Y	N	MP202507160012	TV Mount for Video Bars	952-000041	GD202106070144	GD	GD	상품	0	0	양품	MW10000001	대여데모가상창고	1	0	1	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			151030.0	151030.0	2025-10-21T09:30:01.77	100042	Logitech	BASE	ME00000020	김민회	110.0	2025-07-16T11:03:40.66
38	Y	N	MP202507160012	TV Mount for Video Bars	952-000041	GD202106070144	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	1	0	1	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			151030.0	151030.0	2025-12-23T13:40:05.813	100042	Logitech	BASE	ME00000020	김민회	110.0	2025-07-16T11:03:40.66
39	N	N	MP202511120010	TV Mount for Video Bars	952-000041	GD202106070144	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	80	0	80	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			160435.0	12834800.0	2025-11-18T14:01:07.71	100042	Logitech	BASE	ME00000020	김민회	110.0	2025-11-18T14:01:07.71
40	Y	N	MP202503110007	TV Mount for Video Bars	952-000041	GD202106070144	GD	GD	상품	0	0	양품	MW10000001	대여데모가상창고	1	0	1	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			159093.0	159093.0	2025-06-09T11:25:00.95	100042	Logitech	BASE	ME00000020	김민회	110.0	2025-03-12T16:54:37.353
41	N	N	MP202511120004	TV Mount XL for MeetUp	939-001656	GD202010230040	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	240	0	240	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			135465.48	32511715.2	2025-11-18T14:01:07.82	100042	Logitech	BASE	ME00000020	김민회	92.88	2025-11-18T14:01:07.82
42	Y	N	MP202508060016	TV Mount XL for MeetUp	939-001656	GD202010230040	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	82	0	82	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			128731.68	10555997.76	2025-12-23T13:40:05.813	100042	Logitech	BASE	ME00000020	김민회	92.88	2025-08-13T17:40:50.477
43	Y	N	MP202504230008	TV Mount XL for MeetUp	939-001656	GD202010230040	GD	GD	상품	0	0	양품	MW00000001	본사임시창고	1	0	1	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			143000.0	143000.0	2025-07-31T11:04:36.493	100042	Logitech	재고이관	ME00000020	김민회	0.0	2025-04-29T17:46:43.19
44	N	N	MP202509180017	TV Mount XL for MeetUp	939-001656	GD202010230040	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	65	0	65	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			129437.57	8413442.05	2025-11-26T17:40:01.227	100042	Logitech	BASE	ME00000020	김민회	92.88	2025-09-24T14:51:35.39
45	N	N	MP202510240007	Wall Mount for Extension Kit	952-000223	GD202511070139	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	6	2	4	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			112859.48	677156.88	2025-11-12T17:20:57.503	100042	Logitech	BASE	ME00000020	김민회	77.62	2025-11-12T17:20:57.503
46	Y	N	MP202501230025	Wall Mount for Video Bars	952-000044	GD202106070145	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	3	3	0	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			72790.0	218370.0	2025-12-15T16:29:32.75	100042	Logitech	BASE	ME00000020	김민회	50.0	2025-01-24T09:52:57
47	N	N	MP202512010031	Wall Mount for Video Bars	952-000044	GD202106070145	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	10	7	3	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			73295.0	732950.0	2025-12-23T09:25:05.647	100042	Logitech	BASE	ME00000020	김민회	50.0	2025-12-02T16:26:47.053
48	N	N	MP202512010036	Wall Mount for Video Bars	952-000044	GD202106070145	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	20	0	20	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			73295.0	1465900.0	2025-12-02T16:26:46.943	100042	Logitech	BASE	ME00000020	김민회	50.0	2025-12-02T16:26:46.943
49	Y	N	MP202505190038	Wall Mount for Video Bars	952-000044	GD202106070145	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	3	2	1	MC00000003	Logitech VC	MC00000016	Option	MC00000064	Mount			68250.0	204750.0	2025-11-24T18:55:02.33	100042	Logitech	BASE	ME00000020	김민회	50.0	2025-05-29T09:56:13.877
50	Y	N	MP202504230016	Rally Display Hub	993-001951	GD202104230055	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	18	0	18	MC00000003	Logitech VC	MC00000016	Option	MC00000066	HUB			643000.0	11574000.0	2025-05-14T10:27:21.523	100042	Logitech	재고이관	ME00000020	김민회	0.0	2025-05-02T09:12:50.11
51	Y	N	MP202302010009	Rally Display Hub	993-001951	GD202104230055	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	1	0	1	MC00000003	Logitech VC	MC00000016	Option	MC00000066	HUB			590465.45	590465.45	2025-11-27T14:20:01.617	100042	Logitech	BASE	ME00000019	차재호	431.28	2024-11-07T15:29:56.853
52	Y	N	MP202302010009	Rally Display Hub	993-001951	GD202104230055	GD	GD	상품	1	1	불량	MW00000001	본사임시창고	1	0	1	MC00000003	Logitech VC	MC00000016	Option	MC00000066	HUB			590465.45	590465.45	2025-02-17T17:10:31.327	100042	Logitech	BASE	ME00000019	차재호	431.28	2024-11-07T15:29:56.853
53	Y	N	MP202502030016	Rally Pod Hub, Graphite	939-001647	GD202101150010	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	5	0	5	MC00000003	Logitech VC	MC00000016	Option	MC00000066	HUB			207755.82	1038779.1	2025-12-23T10:50:10.617	100042	Logitech	BASE	ME00000020	김민회	215.99	2025-02-17T09:21:17.32
54	N	N	MP202511120003	Rally Pod Hub, Graphite	939-001647	GD202101150010	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	64	0	64	MC00000003	Logitech VC	MC00000016	Option	MC00000066	HUB			208973.88	13374328.32	2025-12-10T12:05:01.83	100042	Logitech	BASE	ME00000020	김민회	143.28	2025-11-18T14:01:07.84
55	Y	N	MP202507220007	Rally Pod Hub, Graphite	939-001647	GD202101150010	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	39	0	39	MC00000003	Logitech VC	MC00000016	Option	MC00000066	HUB			198629.06	7746533.34	2025-12-16T18:05:27.673	100042	Logitech	BASE	ME00000020	김민회	143.28	2025-07-24T14:10:30.383
56	Y	N	MP202506180002	Rally Pod Hub, Graphite	939-001647	GD202101150010	GD	GD	상품	1	1	불량	MW00000001	본사임시창고	2	0	2	MC00000003	Logitech VC	MC00000016	Option	MC00000066	HUB			194989.75	389979.5	2025-08-13T15:44:38.797	100042	Logitech	BASE	ME00000020	김민회	143.28	2025-06-27T14:39:16.207
57	N	N	MP202512190011	Rally Table Hub	993-001952	GD202104230056	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	8	0	8	MC00000003	Logitech VC	MC00000016	Option	MC00000066	HUB			637086.816	5096694.528	2025-12-23T09:47:58.337	100042	Logitech	BASE	ME00000020	김민회	431.28	2025-12-23T09:47:58.333
58	N	N	MP202512170001	Rally Table Hub	993-001952	GD202104230056	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	21	0	21	MC00000003	Logitech VC	MC00000016	Option	MC00000066	HUB			635016.67	13335350.07	2025-12-22T11:55:05.41	100042	Logitech	BASE	ME00000020	김민회	431.28	2025-12-18T16:32:33.433
59	N	N	MP202512170001	Rally Table Hub	993-001952	GD202104230056	GD	GD	상품	1	1	불량	MW00000001	본사임시창고	1	0	1	MC00000003	Logitech VC	MC00000016	Option	MC00000066	HUB			635016.67	635016.67	2025-12-19T16:39:26	100042	Logitech	BASE	ME00000020	김민회	431.28	2025-12-18T16:32:33.433
60	Y	N	MP202501230014	Rally Table Hub	993-001952	GD202104230056	GD	GD	상품	1	1	불량	MW00000001	본사임시창고	2	0	2	MC00000003	Logitech VC	MC00000016	Option	MC00000066	HUB			633981.6	1267963.2	2025-02-17T17:10:31.343	100042	Logitech	BASE	ME00000020	김민회	431.28	2025-01-24T09:52:57.03
61	Y	N	MP202509010025	Rally Table Hub	993-001952	GD202104230056	GD	GD	상품	1	1	불량	MW00000001	본사임시창고	1	0	1	MC00000003	Logitech VC	MC00000016	Option	MC00000066	HUB			598487.26	598487.26	2025-09-04T11:41:56.013	100042	Logitech	BASE	ME00000020	김민회	431.28	2025-09-03T09:18:01.83
62	N	N	MP202509180031	5m USB Alt Model Cable Accessory for Meetup 2	952-000195	GD202501030123	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	24	0	24	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			157100.53	3770412.72	2025-09-24T14:51:34.943	100042	Logitech	BASE	ME00000020	김민회	112.73	2025-09-24T14:51:34.943
63	N	N	MP202511120015	5m USB Alt Model Cable Accessory for Meetup 2	952-000195	GD202501030123	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	60	0	60	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			164416.7	9865002.0	2025-11-18T14:01:07.603	100042	Logitech	BASE	ME00000020	김민회	112.73	2025-11-18T14:01:07.6
64	Y	N	MP202505150008	5m USB Alt Model Cable Accessory for Meetup 2	952-000195	GD202501030123	GD	GD	상품	0	0	양품	MW10000001	대여데모가상창고	1	0	1	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			159603.13	159603.13	2025-10-21T09:30:01.767	100042	Logitech	BASE	ME00000020	김민회	112.73	2025-05-16T16:21:09.557
65	Y	N	MP202507160017	5m USB Alt Model Cable Accessory for Meetup 2	952-000195	GD202501030123	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	72	0	72	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			154778.29	11144036.88	2025-07-16T11:03:40.663	100042	Logitech	BASE	ME00000020	김민회	112.73	2025-07-16T11:03:40.66
66	Y	N	MP202505190041	5m USB Alt Model Cable Accessory for Meetup 2	952-000195	GD202501030123	GD	GD	상품	1	1	불량	MW00000001	본사임시창고	2	0	2	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			153876.45	307752.9	2025-06-13T10:47:04.383	100042	Logitech	BASE	ME00000020	김민회	112.73	2025-05-29T09:56:13.82
67	Y	N	MP202504030011	5m USB Alt Model Cable Accessory for Meetup 2	952-000195	GD202501030123	GD	GD	상품	1	1	불량	MW00000001	본사임시창고	1	0	1	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			165374.91	165374.91	2025-06-05T11:53:47.443	100042	Logitech	BASE	ME00000020	김민회	112.73	2025-04-09T10:37:19.74
68	Y	N	MP202502030027	5m USB Alt Model Cable Accessory for Meetup 2	952-000195	GD202501030123	GD	GD	상품	1	1	불량	MW00000001	본사임시창고	2	0	2	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			163458.5	326917.0	2025-03-10T12:50:29.68	100042	Logitech	BASE	ME00000020	김민회	112.73	2025-02-11T15:50:24.947
69	Y	N	MP202304060002	Group 10M MINI-DIN CABLE	939-001487	GD202104230059	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	26	0	26	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			105474.38	2742333.88	2025-11-06T08:00:04.8	100042	Logitech	BASE	ME00000019	차재호	77.75	2024-11-27T11:20:10.643
70	Y	N	MP202505190031	Group 10M MINI-DIN CABLE	939-001487	GD202104230059	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	5	0	5	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			106128.75	530643.75	2025-12-03T16:20:02.187	100042	Logitech	BASE	ME00000020	김민회	77.75	2025-05-29T09:56:14
71	Y	N	MP202508060011	Group 10M MINI-DIN CABLE	939-001487	GD202104230059	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	9	0	9	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			107761.5	969853.5	2025-08-13T17:40:50.567	100042	Logitech	BASE	ME00000020	김민회	77.75	2025-08-13T17:40:50.567
72	N	N	MP202509180013	Group 10M MINI-DIN CABLE	939-001487	GD202104230059	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	9	0	9	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			108352.4	975171.6	2025-09-24T14:51:35.513	100042	Logitech	BASE	ME00000020	김민회	77.75	2025-09-24T14:51:35.513
73	Y	N	MP202508060012	Group 15M Extender Cable	939-001490	GD202205310014	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	12	0	12	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			215536.86	2586442.32	2025-09-25T10:59:55.41	100042	Logitech	BASE	ME00000020	김민회	155.51	2025-08-13T17:40:50.55
74	Y	N	MP202507160005	Group 15M Extender Cable	939-001490	GD202205310014	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	13	0	13	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			213515.23	2775697.99	2025-12-23T09:25:05.647	100042	Logitech	BASE	ME00000020	김민회	155.51	2025-07-16T11:03:40.66
75	N	N	MP202512010034	Group 15M Extender Cable	939-001490	GD202205310014	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	36	0	36	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			227962.11	8206635.96	2025-12-02T16:26:46.98	100042	Logitech	BASE	ME00000020	김민회	155.51	2025-12-02T16:26:46.98
76	N	N	MP202512170007	Logitech Extend Cable	952-000198	GD202412030087	GD	GD	상품	0	0	양품	MW20000001	대원위탁창고	23	0	23	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			925344.5	21282923.5	2025-12-22T14:15:05.847	100042	Logitech	BASE	ME00000020	김민회	628.46	2025-12-18T16:23:00.45
77	Y	N	MP202507220009	Logitech Extend Cable	952-000198	GD202412030087	GD	GD	상품	0	0	양품	MW10000001	대여데모가상창고	4	0	4	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			871234.1	3484936.4	2025-10-17T10:25:01.263	100042	Logitech	BASE	ME00000020	김민회	628.46	2025-07-24T14:10:30.383
78	Y	N	MP202502030028	Logitech Extend Cable	952-000198	GD202412030087	GD	GD	상품	0	0	양품	MW00000001	본사임시창고	15	0	15	MC00000003	Logitech VC	MC00000016	Option	MC00000067	Cable			911267.0	13669005.0	2025-06-17T14:03:15.89	100042	Logitech	BASE	ME00000020	김민회	628.46	2025-02-11T15:50:24.947
